Research ID,Batch ID,Medical Marijuana Center,Medical Marijuana Cultivation License,MM Manufacturer's,Manufacturer's License,Retail Marijuana Cultivation License,Retail Store,Retail Products Manufacturing
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,Tropicana Banana9.15.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Sweet Purple4.14.22Q1,,403-00840,,,,,
CO4493172b,CottonCRomulan12.2.21Ziggy,,403-00840,,,,,
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,King Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,Super Boof10.27.22Rita,,403-00840,,,,,
CO4493172b,Grease Monkey6.9.22Ziggy,,403-00840,,,,,
CO4493172b,MAC9.15.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Bruce Banner12.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey8.25.22Rita,,403-00840,,,,,
CO4493172b,Black Fire OG4.14.22Q1,,403-00840,,,,,
CO4493172b,ColinOG12.2.21Ziggy,,403-00840,,,,,
CO4493172b,Bruce Banner5.26.22Q4,,403-00840,,,,,
CO4493172b,Super Boof8.18.22Q1,,403-00840,,,,,
CO4493172b,Grease Monkey8.25.22Rita,,403-00840,,,,,
CO4493172b,Crunchberry11.18.21Q4,,403-00840,,,,,
CO4493172b,Lilac Diesel4.21.22Rita,,403-00840,,,,,
CO4493172b,MAC3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.22.21Q2,,403-00840,,,,,
CO4493172b,Tropsanto #512.9.21Q1,,403-00840,,,,,
CO4493172b,Cotton C Romulan12.9.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry11.4.21Q3,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Page 2 of 4,,403-00840,,,,,
CO4493172b,Citral Skunk12.22.21Q2,,403-00840,,,,,
CO4493172b,Tropsanto #512.22.21Q2,,403-00840,,,,,
CO4493172b,Black Fire OG4.14.22Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies 3.10.22Q3,,403-00840,,,,,
CO4493172b,Crescendo12.9.21Q1,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Bruce Banner12.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Super Lemon Haze01.06.22Q3,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Crunchberry12.29.21Bob,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Green Crack9.29.22Q4,,403-00840,,,,,
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,Member OG9.1.22Q2,,403-00840,,,,,
CO4493172b,Grease Monkey6.9.22Ziggy,,403-00840,,,,,
CO4493172b,Lilac Diesel #224.14.22Q1,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,King Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Tropsanto #512.9.21Q1,,403-00840,,,,,
CO4493172b,Lilac Diesel #224.14.22Q1,,403-00840,,,,,
CO4493172b,Crunchberry12.29.21Bob,,403-00840,,,,,
CO4493172b,Tangerine Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Lilac Diesel #224.28.22Q2,,403-00840,,,,,
CO4493172b,King Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,Tangerine Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Rotten Rozay8.11.22Ziggy,,403-00840,,,,,
CO4493172b,Grease Monkey8.18.22Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies9.15.22Q3,,403-00840,,,,,
CO4493172b,Gelato Cake10.13.22Ziggy,,403-00840,,,,,
CO4493172b,Cotton C Romulan12.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Golden Goat12.22.21Q2,,403-00840,,,,,
CO4493172b,Mandarin Sunset12.22.21Q2,,403-00840,,,,,
CO4493172b,Tropsanto #512.9.21Q1,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey8.25.22Rita,,403-00840,,,,,
CO4493172b,Lilac Diesel4.7.22Ziggy,,403-00840,,,,,
CO4493172b,MAC3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Crescendo12.9.21Q1,,403-00840,,,,,
CO4493172b,Golden Goat4.14.22Q1,,403-00840,,,,,
CO4493172b,Crunchberry12.22.21Q2,,403-00840,,,,,
CO4493172b,Mandarin Sunset10.20.22Q1,,403-00840,,,,,
CO4493172b,Tropsanto #512.9.21Q1,,403-00840,,,,,
CO4493172b,Tropicana Banana9.15.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,King Kush12.9.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies10.27.22Rita,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,MAC3.10.22Q3,,403-00840,,,,,
CO4493172b,Cotton C Romulan3.10.22Q3,,403-00840,,,,,
CO4493172b,BlackFireOG12.9.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry12.22.21Q2,,403-00840,,,,,
CO4493172b,BruceBanner9.2.21Q3,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Colin OG6.23.22Rita,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Monkey Spunk4.21.22Rita,,403-00840,,,,,
CO4493172b,Super Boof8.25.22Rita,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Super Boof8.25.22Rita,,403-00840,,,,,
CO4493172b,Super Lemon Haze01.06.22Q3,,403-00840,,,,,
CO4493172b,Cotton C Romulan12.9.21Q1,,403-00840,,,,,
CO4493172b,King Kush12.22.21Q2,,403-00840,,,,,
CO4493172b,Lilac Diesel #224.14.22Q1,,403-00840,,,,,
CO4493172b,Colin OG4.14.22Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Super Lemon Haze01.06.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.22.21Q2,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Crescendo8.18.22Q1,,403-00840,,,,,
CO4493172b,Green Crack4.28.22Q2,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Golden Goat12.22.21Q2,,403-00840,,,,,
CO4493172b,King Kush12.22.21Q2,,403-00840,,,,,
CO4493172b,Monkey Spunk12.22.21Q2,,403-00840,,,,,
CO4493172b,Tropsanto #512.9.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies 3.10.22Q3,,403-00840,,,,,
CO4493172b,Super Lemon Haze01.06.22Q3,,403-00840,,,,,
CO4493172b,Garlicane8.18.22Q1,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Monkey Spunk12.22.21Q2,,403-00840,,,,,
CO4493172b,GG#410.7.21Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Bruce Banner5.26.22Q4,,403-00840,,,,,
CO4493172b,Cotton C Romulan3.10.22Q3,,403-00840,,,,,
CO4493172b,Black Fire OG4.14.22Q1,,403-00840,,,,,
CO4493172b,Black Fire OG4.28.22Q2,,403-00840,,,,,
CO4493172b,Monkey Spunk9.29.22Q4,,403-00840,,,,,
CO4493172b,Grease Monkey6.9.22Ziggy,,403-00840,,,,,
CO4493172b,Crunchberry9.30.21Ziggy,,403-00840,,,,,
CO4493172b,MAC10.20.22Q1,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Colin OG4.14.22Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies 3.10.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Mandarin Cookies12.22.21Q2,,403-00840,,,,,
CO4493172b,Super Boof10.27.22Rita,,403-00840,,,,,
CO4493172b,BlueDream10.7.21Q1,,403-00840,,,,,
CO4493172b,Bruce Banner5.26.22Q4,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Crescendo4.7.22Ziggy,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.22.21Q2,,403-00840,,,,,
CO4493172b,Garlicane8.25.22Rita,,403-00840,,,,,
CO4493172b,Garlicane8.18.22Q1,,403-00840,,,,,
CO4493172b,Garlicane10.20.22Q1,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Sweet Purple10.20.22Q1,,403-00840,,,,,
CO4493172b,Crunchberry7.21.22Damian,,403-00840,,,,,
CO4493172b,Cotton C Romulan3.10.22Q3,,403-00840,,,,,
CO4493172b,GreaseMonkey11.4.21Q3,,403-00840,,,,,
CO4493172b,Grease Monkey9.29.22Q4,,403-00840,,,,,
CO4493172b,Super Lemon Haze01.06.22Q3,,403-00840,,,,,
CO4493172b,Crunchberry12.9.21Q1,,403-00840,,,,,
CO4493172b,Sweet Purple3.10.22Q3,,403-00840,,,,,
CO4493172b,Grease Monkey12.9.21Q1,,403-00840,,,,,
CO4493172b,Garlicane9.8.22Bob,,403-00840,,,,,
CO4493172b,Lilac Diesel7.28.22Q4,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Garlicane8.25.22Rita,,403-00840,,,,,
CO4493172b,Blue Dream3.10.22Q3,,403-00840,,,,,
CO4493172b,Lilac Diesel7.28.22Q4,,403-00840,,,,,
CO4493172b,Tropicana Banana8.11.22Ziggy,,403-00840,,,,,
CO4493172b,Cotton C Romulan10.20.22Q1,,403-00840,,,,,
CO4493172b,Crunchberry5.26.22Q4,,403-00840,,,,,
CO4495373,MAC AND PUNCH 052622F11,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373b,GLTI032422F11,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373b,APPLE FRITTER 7722F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373d,GA021022F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,2020-10-05-Drying,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,Room-H,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF012722F12,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF022422,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF031022F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF042122F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF051222F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF06032021F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF06102021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF07262021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF080521F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF081122F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF081221F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF09132021F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF09272021,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF101421F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF110421F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF111821F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF120921F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF121621F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AF122321F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AG03042020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AG04272020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AG05112020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER 050622,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER 050722,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,062322F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,42922F12,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,63022F12,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,72122F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,APPLE FRITTER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,81822F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AR1202F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AT03042020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AT03172020F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AT06022020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,AT10202020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN 12212020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN02042020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN03042020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN05112020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN08172020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BAN10202020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD020322F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD04042022,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD040722F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD05242021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD07152021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD07262021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD080521F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD081221F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD091621F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD110421F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD111821F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD120221F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD120921F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD121621F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD12212020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BD122321F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU01212020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU01242020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU02182020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU07012020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU10052020f2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU10202020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLU12072020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,BLUE RAZZICLE,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,061622F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CAP020322F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CAP021022F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CAP100121F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CB120921F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CD122721F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD010622F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD042122F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD051222F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD080521F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD08092021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD120221F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD120921F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CHD122321F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CK02042020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CK03042020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CK03252020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CON01142020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CON032020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CON04072020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CRC120921F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,CREAMSIZZLE,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,061622F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DDGP071822F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DEVIL DRIVER,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,061622F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DOG PATCH 72822F11,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DOG PATCH 81822F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DS051222F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DS07012021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DS080521F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DS10252021F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DS112921F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DSD03252021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DSI042822F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DSI110421F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,DSI111821F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GA030722,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GA090221F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GAR03252021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL01042021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL01062021F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL01222021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL02042021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL02082021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL021022F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL02252021F8,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL03082021F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL03112021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL04082021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL04162021F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL051222F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL05242021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL06102021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL07152021F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL081921F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL10022020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL10082021F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL10142020F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL11042020F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL111821F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL11202020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL11252020F9,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GEL12182020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GELLO 050622 F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GELLO 051922F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG010622F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG01142020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG02222021F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG04162021F10,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG04212020F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG04292021F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG05102021F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG05272021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG06032021F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG06092021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG06172021F10FF,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG111521F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG120921F7,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG121621F5,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG12312020F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG402082021F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG405072020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG405272020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG406112020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG407012020F3,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG407302020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG408132020F2,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG408272020F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG409142020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG410022020F4,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
CO4495373c,GG410302020F1,,"403-01905, 403-00955",,,"403R-00309, 403R-00192",,
